ID,ACTIVE (1/0),NAME,PARENT CATEGORY ID (138),PRICE (BEFORE TAX),TAX,MANUFACTURER,EAN13,ECOTAX,WEIGHT,QUANTITY,SHORT DESCRIPTION,DESCRIPTION,TAG WORDS (SEPERATE BY test test ),META-TITLE,META-KEYWORDS (sample sample),META-DESCRIPTION,TEXT – IN STOCK,OUT STOCK – ORDER ALLOWED,IMAGE URL (MULTIPLE SEPERATED BY COMMA (link link),Product avail
,1,MEDIHONEY Alginate,Alginate - Honey,0,,,,,,,MEDIHONEY dressings are a unique line of dressings containing Active Leptospermum Honey from New Zealand and Australia.  They have been shown to possess unique qualities that make them ideal for the management of chronic and acute wounds and burns.  ,"Secondary dressing required to hold in place. MEDIHONEY dressings are a unique line of dressings containing Active Leptospermum Honey from New Zealand and Australia.  They have been shown to possess unique qualities that make them ideal for the management of chronic and acute wounds and burns.  They contain a very high percentage of Leptospermum honey. MEDIHONEY dressings are able to work in the presence of wound fluid or blood or tissue.  This promotes an optimal healing environment.  MEDIHONEY dressings provide a moist and occlusive environment conducive to optimal wound healing. As wound exudate is absorbed then the alginate forms a gel and this makes the dressings easy to remove without disrupting the wound bed.  Medihoney dressings are indicated for the management of moderate to heavily exuding wounds such as:                                                                    :: diabetic foot ulcers 
:: Venous stasis leg ulcers 
:: Arterial leg ulcers 
:: Leg ulcers of mixed etiology 
:: Pressure ulcers (I-IV) 
:: 1st and 2nd degree burns 
:: Donor sites 
:: Traumatic and surgical wounds                                                         www.dermasciences.com                                                              ",,MEDIHONEY Alginate,,,,,http://www.medicalsupplycart.com/store/i/is.aspx?path=/shared/images/medihoney-calcium-alginate.jpg,
,1,Algicell ,Alginate ,0,,,,,,,Algicell alginate are soft white sterile dressings used to absorb moderate to large amounts of wound drainage and may help control minor bleeding.  Algicell alginate rope dressings can be used to fill or pack the dead space in a wound. ,Secondary dressing required to hold in place. Algicell alginate are soft white sterile dressings used to absorb moderate to large amounts of wound drainage and may help control minor bleeding. Algicell alginate rope dressings can be used to fill or pack the dead space in a wound. Secondary bandages are needed to hold Algicell alginate in place and to protect the wound from outside contaminants. This product is designed to keep its form to allow for easy and trauma-free removal while still maintaining a moist wound environment. Algicell dressings are conducive to wound healing through its ability to gel upon contact with wound fluids.  www.dermasciences.com     ,,Algicell Alginate,,,,,http://www.healthproductsforyou.com/prodimages/ProductImage/1712200963188548.jpg,
,1,AQUACEL Hydrofiber,Alginate ,0,,,,,,,AQUACEL Dressing offers the unique gelling action of Hydrofiber Technology that absorbs and locks in exudate and bacteria.  Hydrofiber Technology drives the outstanding capabilities of AQUACEL Dressing.,AQUACEL Dressing offers the unique gelling action of Hydrofiber Technology that absorbs and locks in exudate and bacteria.  Hydrofiber Technology drives the outstanding capabilities of AQUACEL Dressing.,,AQUACEL Hydrofiber,,,,,http://www.healthproductsforyou.com/prodimages/ProductImage/11120113159177901.jpg,
,1,Kalginate Calcium Alginate Wound Dressing,Alginate ,0,,,,,,,Sterile and non-woven calcium alginate dressing of heavier denier fiber. Absorbs twice the exudate of other calcium alginate dressings. Thick and effective.  Changes to a fibrous gel when in contact with wound exudate. ,Sterile and non-woven calcium alginate dressing of heavier denier fiber. Absorbs twice the exudate of other calcium alginate dressings. Thick and effective.  Changes to a fibrous gel when in contact with wound exudate. Available as pad or rope. Primary dressing.,,Kalginate Calcium Alginate Wound Dressing,,,,,http://www.alimed.com/_resources/images/product/64799A_d.jpg,
,1,ReliaMed CA-CMC,Alginate ,0,,,,,,,Soft and comfortable to wear.  Highly absorbent. Fluid wicks vertically into the dressing which minimizes the possibility of periwound skin maceration.  Longer wearing times allow patients to resume their normal activities. ,Secondary dressing required to hold in place.  Soft and comfortable to wear.  Highly absorbent. Fluid wicks vertically into the dressing which minimizes the possibility of periwound skin maceration.  Longer wearing times allow patients to resume their normal activities.  Reliamed CA-CMC is a blend of calcium alginate and carboxymethyl cellulose (CMC) which provides excellent gelling and wet strength for one-piece and non-traumatic removal.  Reliamed CA-CMC is latex-free.  www.reliamedproducts.com,,ReliaMed CA-CMC,,,,,http://ecx.images-amazon.com/images/I/31PffdcUjkL._SL500_AA300_.jpg,
,1,SkinSafe,Alginate ,0,,,,,,,SkinSafe Calcium Alginate Dressings absorb moderate to heavy amounts of wound exudate and create and maintain a warm and moist wound environment. Skinsafe Calcium Alginate Dressings are fast gelling and soft and comfortable.  ,SkinSafe Calcium Alginate Dressings absorb moderate to heavy amounts of wound exudate and create and maintain a warm and moist wound environment. Made from needled High M fibers. Skinsafe Calcium Alginate Dressings are fast gelling and soft and comfortable.  They have high wet and dry tensile strength and are easy to remove.  Sorry no image available.,,SkinSafe,,,,, ,
,1,Sorbact + Alginate System,Alginate ,0,,,,,,,Sorbact uses the physical principle of hydrophobic interaction to treat or prevent infection without the use of silver products. The dressings are coated with a fatty acid derivative (DACC) which gives them their highly hydrophobic properties. ,"Sorbact uses the physical principle of hydrophobic interaction to treat or prevent infection without the use of silver products. The dressings are coated with a fatty acid derivative (DACC) which gives them their highly hydrophobic properties. Provides treatment of chronic and acute wounds and burns with moderate to heavy drainage regardless of etiology.  In the moist environment of an infected wound - bacteria are attracted to the dressing and become irreversibly bound to it within 15-30 seconds of application. Removing the dressing removes the ""captured' bacteria"" which cannot multiply or ""escape"" once bound to the dressing fibers. Sorbact can also bind harmful toxins released by bacteria.  The green Sorbact sheet must be applied to the wound bed and the alginate is applied on top to absorb moderate to heavy drainage. Appropriate secondary dressings should be utilized to secure. Dressings deactivate bacteria until it is removed.  Sorry no image available.",,Sorbact + Alginate System,,,,, ,
,1,Tegaderm Alginate Dressing,Alginate ,0,,,,,,,Tegaderm Alginate Dressings are sterile.  They are highly conformable and absorbent primary wound dressings for use on moderately to heavily exudating wounds.  Choice of products to meet the various needs of exudating wounds. ,Secondary dressing required to hold in place.  Tegaderm Alginate Dressings are sterile.  They are very highly conformable and absorbent primary wound dressings for use on moderately to heavily exudating wounds.  Tegaderm Alginate Dressings provide clinicians with a choice of products to meet their needs for exudating wounds. 3M Tegaderm alginate dressings have a gel-like consistency as they absorb exudate which provides a moist wound healing environment with easy removal. 3M Tegaderm Alginate dressings are ideally suited for the management of moderately to heavily exudating partial and full thickness wounds. Both styles are compatible with the 3M family of secondary dressings.,,Tegaderm Alginate Dressing,,,,,https://www.edgepark.com/_cache/7/7a0453288c04fb4c82013b89cc4d2245.jpg,
,1,Anasept Spray,Antimicrobial Skin Cleanser,0,,,,,,,Anasept Spray is an extremely safe and gentle wound cleanser that eliminates all bacteria  and fungi and viruses including MRSA and VRE and more in 30-60 seconds without harm to healthy tissue. This Anasept Spray was formerly available only for hospital and professional use. ,BEST PRICE! Anasept Spray is an extremely safe and gentle wound cleanser that eliminates all bacteria  and fungi and viruses including MRSA and VRE and more in 30-60 seconds without harm to healthy tissue. This Anasept Spray was formerly available only for hospital and professional use.  It should be used when there is any break in the skin or for skin irritation or a chronic wound.  It is also used for preparation for dialysis and central line or IV fluid and infusion sites.  Anasept Spray is a very pure and completely colorless solution.  It is an isotonic tissue compatible solution. Anasept Spray is stable for two-years and is free of necrotizing chemicals found in other antiseptic products. Anasept Spray will not cause those unsightly brown Povidone iodine stains.  www.anacapatechnologies.com,,Anasept Spray,,,,,http://admedonline.com/prodimages/large/antimicrobial_anasept_spray-1.jpg,
,1,Medi-Soothe Therapy Lotion,Burn Care Products,0,,,,,,,Replenishes lost moisture to the skin and encourages production of collagen. Indicated for management of radiation-induced dermatitis - thermal burns - 1st and 2nd degree burns - sunburn and rashes.  ,Replenishes lost moisture to the skin and encourages production of collagen. Indicated for management of radiation-induced dermatitis - thermal burns - 1st and 2nd degree burns - sunburn and rashes.  www.medi-techintl.com,,Medi-Soothe Therapy Lotion,,,,,http://www.medi-techintl.com/images/medisoothe_large.jpg,
,1,BIOPAD Collagen Dressing,Collagen,0,,,,,,,A collagen primary wound dressing for topical use to control minor bleedings and for the management of any kind of ulcer and skin lesion to help wound closure. ,"A collagen primary wound dressing for topical use to control minor bleedings and for the management of any kind of ulcer and skin lesion to help wound closure. BIOPAD is a sponge shaped device that is constituted exclusively by lyophilized type I native heterologous equine collagen which transforms in a soft gel allowing contact with the entire wound bed. When applied to a wound BIOPAD constitutes a barrier for wound management against exogenous infective agents.  The Biopad structure provides more real native collagen to “feed” elastase and active MMP’s.  This speeds up the fibroblast depletion of autologous collagen.                                                                           INDICATIONS for BIOPAD Use: 
• Pressure sores
 • Venous stasis ulcers
 • Diabetic ulcers
 • Partial and full thickness wounds
 • Surgical and traumatic wounds
 • Donor sites and other bleedings surface wounds
 • Dehisced surgical incisions
 • Draining wounds
 • Lacerations
 • Post-laser surgery",,BIOPAD Collagen Dressing,,,,,https://www.edgepark.com/_cache/d/d928b6d5858bbfb3cda01958aa28fd60.jpg,
,1,Fibracol Plus,Collagen,0,,,,,,,FIBRACOL PLUS Dressing combines the structural support of collagen with the exudate management of alginate. FIBRACOL PLUS provides the versatility you need when addressing a variety of wound types and a wide range of exudate levels (from low to high).,"Requires a secondary dressing to hold in place. FIBRACOL PLUS Dressing combines the structural support of collagen with the exudate management of alginate. FIBRACOL PLUS Dressing is made up of 90% collagen and 10% alginate. This combination provides the versatility you need when addressing a variety of wound types and a wide range of exudate levels (from low to high). FIBRACOL PLUS maintains a moist wound environment which is conducive to granulation tissue formation and epithelialization that enables healing to proceed optimally.                         Indicated for the management of exuding wounds including: 
:: Full-thickness and partial-thickness wounds 
:: Pressure ulcers 
:: Venous ulcers 
:: Ulcers caused by mixed vascular etiologies 
:: Diabetic ulcers 
:: Second-degree burns 
:: Donor sites and other bleeding surface wounds 
:: Abrasions 
:: Traumatic wounds healing by secondary intention 
:: Dehisced surgical incisions 

 ",,Fibracol Plus,,,,,http://www.specialtymedicalsupply.com/images/P/JNJ2981_PRD-01.jpg,
,1,Promogran Matrix,Collagen,0,,,,,,,PROMOGRAN Matrix may be used under compression therapy with healthcare professional supervision.   Requires a secondary dressing to hold in place.,"Requires a secondary dressing to hold in place.  PROMOGRAN Matrix may be used under compression therapy with healthcare professional supervision.  
PROMOGRAN Matrix is intended for the management of exuding wounds including: 
:: Diabetic ulcers 
:: Venous ulcers 
:: Pressure ulcers 
:: Ulcers caused by mixed vascular etiologies 
:: Full-thickness & partial-thickness wounds 
:: Donor sites and other bleeding surface wounds 
:: Abrasions 
:: Traumatic wounds healing by secondary intention 
:: Dehisced surgical wounds 
",,Promogran Matrix,,,,,https://shop.briggscorp.com/img_catalog/08_PG019_Lr.jpg,
,1,Promogran Prisma,Collagen,0,,,,,,,Promogran Prisma is a collagen sheet combined with silver to control bacteria in the wound site.   Requires a secondary dressing to hold in place.   ,"Requires a secondary dressing to hold in place.   Promogran Prisma is a collagen sheet combined with silver to control bacteria in the wound site. Promogran PRISMA Matrix collagen sheet is intended for the management of exuding wounds.  PRISMA Matrix collagen may be used under compression therapy with healthcare professional supervision.  Under the supervision of a healthcare professional PRISMA Matrix collagen sheet may be used for the management of: 
:: Diabetic ulcers 
:: Venous ulcers 
:: Pressure Ulcers 
:: Ulcers caused by mixed vascular etiologies 
:: Full-thickness and partial-thickness wounds 
:: Donor sites and other bleeding surface wounds 
:: Abrasions 
:: Traumatic wounds healing by secondary intention 
:: Dehisced surgical wounds ",,Promogran Prisma,,,,,http://a248.e.akamai.net/origin-cdn.volusion.com/pryu4.7eq4n/v/vspfiles/photos/promogran_prisma-2T.jpg,
,1,Stimulen,Collagen,0,,,,,,,"Composed of modified collagens -- just sprinkle it on the wound to give it a good covering up to about 1/8"" thick. The powder will dissolve in the wound fluid to give a protective gel for supporting the growing skin and tissue.    ","Secondary dressing required to hold in place.  Composed of modified collagens -- just sprinkle it on the wound to give it a good covering up to about 1/8"" thick. The powder will dissolve in the wound fluid to give a protective gel for supporting the growing skin and tissue.  The collagen powder is readily broken down by the natural enzymes present in most wound fluids.",,Stimulen,,,,,http://www.woundsource.com/files/woundsource/product-images/stimulen-collagen-powder-southwest-technologies-wound-care_0.jpg,
,1,Alldress Composite Dressing,Composite,0,,,,,,,Alldress composite dressing is an all-in-one self-adherent absorbent dressing ideal for a wide variety of low to moderately exuding wounds as either primary or secondary dressing. The Alldress backing film provides a moist wound environment and protects the wound from water and contamination.    ,Alldress composite dressing is an all-in-one self-adherent absorbent dressing ideal for a wide variety of low to moderately exuding wounds as either primary or secondary dressing. The Alldress backing film provides a moist wound environment and protects the wound from water and contamination.                                                                           Benefits of Alldress:                                                                            Alldress has an easy-to-remove protection paper for convenient and aseptic application. Alldress has a breathable film that provides a moist wound environment along with a viiral and bacteria-proof backing film for safety and protection. Alldress features a liquid-proof barrier for protection from strike-through of wound fluids and outside contamination and a low-adherent wound contact netting that minimizes disturbance to the wound. Alldress composite dressing has a skin-friendly polyacrylate adhesive for gentle and secure fixation. The Alldress highly absorbent wound pad provides excellent exudate management.,,Alldress Composite Dressing,,,,,http://www.woundsource.com/files/woundsource/product-images/alldressr_absorbent_composite_dressing_molnlycke_health_care_us_llc.jpg,
,1,Mepore Pro,Composite,0,,,,,,,The Mepore Pro dressing is a waterproof and bacteria-proof absorbent breathable dressing with a skin-friendly water-based adhesive. The backing film allows showering and protects the wound from water and contamination.This dressing is ideal for both for post-surgical use and for chronic wounds.,The Mepore Pro surgcal dressing is a waterproof bacteria-proof absorbent breathable dressing with a skin-friendly water-based adhesive. The backing film allows showering and protects the wound from water and contamination.                                                             Benefits of Mepore Pro:                                                               Mepore Pro has an absorbent wound pad with a low adherent wound contact layer for better patient comfort and longer wear time. Easy-to-remove protection paper for ease of use.  Gentle and secure fixation on a wound site is accomplished with the skin-friendly and waterbased and solvent-free adhesive.  Soft elastic nonwoven for better patient comfort.  Viral and bacteria proof backing film for protection of the wound from outer contamination.  Mepore Pro wound pad has a breathable and showerproof film for better patient comfort and longer wear time.,,Mepore Pro,,,,,http://www.fourdirectionsmedical.com/image-files/mepore-pro-dressing.jpg,
,1,ReliaMed Composite Barrier Dressing,Composite,0,,,,,,,Sterile individually sealed 100% cotton nonadherent island pad absorbs exudate for a cleaner wound bed.  Nonwoven and adhesive cover has rounded edges to prevent detachment.  ,Sterile individually sealed 100% cotton nonadherent island pad absorbs exudate for a cleaner wound bed.  Nonwoven and adhesive cover has rounded edges to prevent detachment.  Waterproof top film layer prevents fluid from passing through the dressing but is breathable to allow for moisture vapor transmission.  Wide adhesive border ensures excellent adhesion.  Can be used as a primary or secondary dressing.  Latex-free.,,ReliaMed Composite Barrier Dressing,,,,,http://ecx.images-amazon.com/images/I/21XDTdZHUKL._SL500_AA300_.jpg,
,1,3M Coban 2 Layer Compression System,Compression Products,0,,,,,,,Coban 2 Layer is a unique compression system that is engineered with Intelligent Compression Dynamics to stay in place and deliver comfortable/effective and therapeutic compression for venous leg ulcers and other conditions requiring compression. ,Coban 2 Layer is a unique compression system that is engineered with Intelligent Compression Dynamics to stay in place and deliver comfortable/effective and therapeutic compression for venous leg ulcers and other conditions requiring compression.  3M Coban 2 Layer Compression System is clinically proven to significantly reduce slippage and improve patients' daily living activities and physical symptoms. Latex-free Coban 2 Layer System consists of an inner comfort layer and an outer compression layer that is fast and easy to apply. Because it is thin and lightweight Coban 2 Layer allows patients to wear normal footwear.  The 3M Coban 2 Layer Compression System is latex-free and is ideal for the majority of patients with venous leg ulcers and lymphedema and other conditions where compression therapy is appropriate including those with an ABPI greater than or equal to 0.8.,,3M Coban 2 Layer Compression System,,,,,http://www.medscope.co.uk/images/3M_Coban_2_Layer_Compression_System_.jpg,
,1,3M Coban 2 Layer Lite Compression System,Compression Products,0,,,,,,,3M Coban 2 Layer Lite is engineered with Intelligent Compression Dynamics to stay in place on the leg and deliver comfortable/effective and therapeutic compression for venous leg ulcers and other conditions.,3M Coban 2 Layer Lite is engineered with Intelligent Compression Dynamics to stay in place on the leg and deliver comfortable/effective and therapeutic compression for venous leg ulcers and other conditions. The Coban 2 Layer Lite Compression System is designed for patients whose physical condition makes them less tolerant of traditional compression therapy.  3M Coban 2 Layer Compression System is clinically proven to significantly reduce slippage and improve patients' daily living activities and physical symptoms. The latex-free Coban 2 Layer System consists of an inner comfort layer and an outer compression layer that is fast and easy to apply. Because it is thin and lightweight it allows patients to wear normal footwear.  3M Coban 2 Layer Lite Compression System is specifically designed for patients less tolerant of compression therapy.  This includies those who have mixed etiology with an APBI greater than or equal to 0.5.  Also those who are new to compression where tolerance is not known or who are frail or less mobile. Coban 2 Layer Lite System provides the same effective compression as Coban 2 Layer Compression system with a 25% reduced resting pressure.,,3M Coban 2 Layer Lite Compression System,,,,,https://www.surgo.com/Products/Media/Coban-2-Lite_I.jpg,
,1,Carolon Multilayer Compression System,Compression Products,0,,,,,,,The Carolon Multilayer Compression System is a two-layer knee-length compression stocking for the treatment of venous insufficiency and to prevent or heal ulcers.  Designed to fit over a wound care dressing if the patient has an open wound associated with venous insufficiency.,The Carolon Multilayer Compression System is a two-layer knee-length compression stocking for the treatment of venous insufficiency and to prevent or heal ulcers caused by this condition. The Carolon Multilayer Compression System is designed to fit over a wound care dressing if the patient has an open wound associated with venous insufficiency.       Class II (30-40 mmHg) - Includes two underlayers and two stockings/socks per box.  Class III (40-50 mmHg) - Includes two underlayers and two stockings/socks per box. The Carolon Multilayer Compression System provides more support and improved circulation and prevention of varicosities and chronic insufficiencies. The Carolon Multilayer Compression System is recommended for endovenous ablation and phlebectomy procedures.  The Carolon Multilayer Compression System is available in knee length.                                                                                                                             :: Choice of colors: nude stocking or black dress sock                                  :: Washable/dryable safe in a lingerie bag                                                      :: Latex-free,,Carolon Multilayer Compression System,,,,,http://www.essentialmedusa.com/images/prod_carolon.jpg,
,1,DEWRAP Three-Layer Compression System,Compression Products,0,,,,,,,DEWRAP Three-Layer Compression System Delivers sustained and graduated compression for lower extremities to improve calf pump function. Contains absorptive and elastic and cohesive layers. Seven-day wear time.,DEWRAP Three-Layer Compression System Delivers sustained and graduated compression for lower extremities to improve calf pump function. Contains absorptive and elastic and cohesive layers. Seven-day wear time.  Layered compression wraps are indicated for the treatment of lower extremity edema and ulcerations associated with venous insufficiency. Venous malfunction results in a series of events including increased hydrostatic pressure and venous hypertension and eventually skin ulceration. DeWrap – 3 Layer Compression System provides the recommended level of compression (40 mmHg) to improve the calf muscle pump function and reduce venous hypertension and aid in the healing of venous ulcerations. DeWrap can be used alone to manage lower extremity edema associated with venous hypertension or used in conjunction with Multidex covered by an absorptive dressing such as Polyderm and Sofsorb or Multipad to help venous ulcerations heal.,,DEWRAP Three-Layer Compression System,,,,,http://www.alimed.com/_resources/images/product/64890A_d.jpg,
,1,EXCILON AMD Drain Sponge,Drain Sponges,0,,,,,,,Excilon AMD Antimicrobial Sponges are impregnated with PHMB (Polyhexamethylene Biguanide) which is a powerful yet safe antiseptic that has a broad range effectiveness against gram positive and gram negative microorganisms including some multi-drug resistant strains such as MRSA.,Excilon AMD Antimicrobial Sponges are impregnated with PHMB (Polyhexamethylene Biguanide) which is a powerful yet safe antiseptic that has a broad range effectiveness against gram positive and gram negative microorganisms including some multi-drug resistant strains such as MRSA. These sponges resist bacterial colonization within the dressing.  ,,EXCILON AMD Drain Sponge,,,,,http://shop.shieldhealthcare.com/Images/Products/ke7088.jpg,
