68,Quantity and Size:1,"2"" x 2""  each Pcs",0.10,,1,1
69,Quantity and Size:1,Tub of 10 8 ply,1.28,,,1
70,Quantity and Size:1,"Tub of 10  12ply 4"" x 4""",1.48,,,1
71,Quantity and Size:1,50 pair  ST gloves,22.98,,,1
71,Quantity and Size:1,1 pair,0.55,,,1
72,Quantity and Size:1,Small,9.98,,1,1
72,Quantity and Size:1,Medium,9.98,,,1
72,Quantity and Size:1,Large,9.98,,,1
73,Quantity and Size:1,Small,6.04,,1,1
73,Quantity and Size:1,Medium,6.04,,,1
73,Quantity and Size:1,Large ,6.04,,,1
74,Quantity and Size:1,"2"" x 2"" Sheet 10 Pcs",57.98,,1,1
74,Quantity and Size:1,"4"" x 5"" Sheet 10 Pcs",142.98,,,1
74,Quantity and Size:1,"2"" X 2"" adh. border sheet  10 Pcs",66.98,,,1
74,Quantity and Size:1,"4.5"" X 4.5""  adh border sheet  10 Pcs",171.98,,,1
75,Quantity and Size:1,1.5 oz. Tube 1 Pcs,18.98,,1,1
76,Quantity and Size:1,"2"" x 2""  box of 20",62.98,,,1
76,Quantity and Size:1,"2"" x 2""  each",3.78,,,1
77,Quantity and Size:1,"4"" x 4""  10/case",61.98,,,1
77,Quantity and Size:1,"4"" x 4""  each",7.44,,1,1
78,Quantity and Size:1,"4"" x 4"" Beveled  10 Pcs",51.98,,,1
78,Quantity and Size:1,"4"" x 4"" Beveled  each",6.24,,1,1
78,Quantity and Size:1,"6"" x 6"" Beveled  5 Pcs",57.98,,,1
78,Quantity and Size:1,"6"" x 6"" Beveled  each",13.92,,,1
78,Quantity and Size:1,"6"" x 7"" Border Sacral  5 Pcs",86.98,,,1
78,Quantity and Size:1,"4"" x 4"" Thin  10 Pcs",34.98,,,1
79,Quantity and Size:1,"Beveled Oval 2.75"" x 3.5"" 5 Pcs",25.98,,,1
79,Quantity and Size:1,"Beveled Oval 2.75"" x 3.5""  each",6.24,,,1
79,Quantity and Size:1,"Thin Oval 2.75"" x 3.5""  10 Pcs",44.98,,,1
79,Quantity and Size:1,"Thin Oval 2.75"" x 3.5""  ",5.40,,1,1
79,Quantity and Size:1,"Thin Oval 4"" x 4.75""  10 Pcs",66.98,,,1
79,Quantity and Size:1,"Thin Oval 4"" x 4.75"" each",8.04,,,1
80,Quantity and Size:1,3 oz. Gel,24.98,,1,1
81,Quantity and Size:1,3.0 oz. Tube silver sept,25.98,,1,1
83,Quantity and Size:1,"4"" x 4""  10 Pcs",38.98,,,1
83,Quantity and Size:1,"4"" x 4""  each",4.79,,,1
84,Quantity and Size:1,Whole Face 6 Pcs,97.98,,,1
84,Quantity and Size:1,Whole Face  each,19.60,,,1
84,Quantity and Size:1,Half Face 6 Pcs,73.98,,,1
84,Quantity and Size:1,Half Face  each,14.80,, ,1
84,Quantity and Size:1,Breast Wrap 6 Pcs,83.98,,,1
84,Quantity and Size:1,Breast Wrap  each,16.80,,,1
84,Quantity and Size:1,Neck Wrap 6 Pcs,93.98,,,1
84,Quantity and Size:1,Neck Wrap  each,18.80,,,1
84,Quantity and Size:1,"4"" x 4"" 30 Pcs",173.98,,,1
84,Quantity and Size:1,"4"" x 4""  each",6.96,,1,1
84,Quantity and Size:1,"5"" x 9"" 30 Pcs",221.98,,,1
84,Quantity and Size:1,"5"" x 9""  each",8.88,,,1
85,Quantity and Size:1,3 oz. 1 Pcs,22.98,,1,1
86,Quantity and Size:1,0.50 oz.  one tube,7.44,,1,1
86,Quantity and Size:1,0.50 oz. 10 Pcs,61.98,,,1
87,Quantity and Size:1,3 oz.  one,23.98,,1,1
88,Quantity and Size:1,0.50 oz.  one tube,12.48,,1,1
88,Quantity and Size:1,0.50 oz. 5 Pcs,51.98,,,1
89,Quantity and Size:1,"5"" x 9""  50 Pcs DR Xeroform",72.98,,1,1
90,Quantity and Size:1,"4"" x 4"" 25 Pcs",27.98,,,1
90,Quantity and Size:1,"4"" x 4""  10  Pcs",13.43,,1,1
90,Quantity and Size:1,"5"" x 9""  50 Pcs",65.98,,,1
90,Quantity and Size:1,"5"" x 9""  25  Pcs",39.59,,,1
91,Quantity and Size:1,"2"" x 2""  30 Pcs  mesalt",43.98,,,1
91,Quantity and Size:1,"2"" x 2""  each",1.75,,1,1
91,Quantity and Size:1,"4"" x 4""  30 Pcs",66.98,,,1
91,Quantity and Size:1,"4"" x 4""  each",2.68,,,1
91,Quantity and Size:1,"8"" x 8""  30 Pcs",62.98,,,1
92,Quantity and Size:1,"3"" x 3""  50 Pcs",25.98,,,1
92,Quantity and Size:1,"3"" x 3""  25  Pcs",15.59,,1,1
92,Quantity and Size:1,"3"" x 8""  24 Pcs",30.98,,,1
92,Quantity and Size:1,"3"" x 8""  12  Pcs",18.59,,,1
93,Quantity and Size:1,"3"" x 9""  12 Pcs",17.98,,,1
94,Quantity and Size:1,"5"" x 9""  50 Pcs",58.98,,1,1
95,Quantity and Size:1,"3"" x 3""  50 Pcs",20.98,,,1
95,Quantity and Size:1,"3"" x 3""  25  Pcs",12.58,,,1
95,Quantity and Size:1,"3"" x 8""  24 Pcs",22.98,,,1
95,Quantity and Size:1,"3"" x 8""  12  Pcs",13.79,,1,1
97,Quantity and Size:1,"2"" x 3""  100 Pcs",10.98,,,1
97,Quantity and Size:1,"2"" x 3""  25  Pcs",3.29,,1,1
97,Quantity and Size:1,"3"" x 4""  50 Pcs",9.98,,,1
97,Quantity and Size:1,"3"" x 4""  25  Pcs",5.99,,,1
98,Quantity and Size:1,"1/4"" x 5 yd.  Iodine 12 Pcs",44.98,,,1
98,Quantity and Size:1,"1/4"" x 5 yd.  Iodine  each bottle",4.50,,,1
98,Quantity and Size:1,"1/2"" x 5 yd.  Iodine 12 Pcs",47.98,,,1
98,Quantity and Size:1,"1/2"" x 5 yd.  Iodine  each",4.80,,,1
98,Quantity and Size:1,"1/4"" x 5 yd.  Plain12 Pcs",40.98,,,1
98,Quantity and Size:1,"1/4"" x 5 yd.  Plain  each",4.10,,1,1
98,Quantity and Size:1,"1/2"" x 5 yd.  Plain 12 Pcs",42.98,,,1
98,Quantity and Size:1,"1/2"" x 5 yd.  Plain  each",4.30,,,1
99,Quantity and Size:1,8 oz. bottle,17.98,,1,1
100,Quantity and Size:1,5 oz. tube,19.98,,1,1
101,Quantity and Size:1,3.25 oz. Cavilon Durable Barrier Cream,10.98,,1,1
102,Quantity and Size:1,4 oz. tube,7.98,,1,1
103,Quantity and Size:1,25 Pcs,34.98,,1,1
104,Quantity and Size:1,1 Pcs,97.98,,1,1
106,Quantity and Size:1,200 Pcs  change to Dynarex,1.98,,1,1
107,Quantity and Size:1,50 Pcs,20.98,,1,1
108,Quantity and Size:1,"1"" x 10 yd.  12 Pcs",16.98,,,1
108,Quantity and Size:1,"1"" x 10 yd. each",1.70,,1,1
108,Quantity and Size:1,"2"" x 10 yd.  6 Pcs",16.98,,,1
108,Quantity and Size:1,"2"" x 10 yd.  each",3.40,,,1
109,Quantity and Size:1,"2"" x 10 yd  6 Pcs",15.98,,,1
109,Quantity and Size:1,"2"" x 10 yd  each",3.20,,,1
110,Quantity and Size:1,1 roll,13.98,,1,1
111,Quantity and Size:1,"2"" 1 Pcs",7.98,,1,1
111,Quantity and Size:1,"6"" 1 Pcs",20.98,,,1
112,Quantity and Size:1,"2"" x 11 yd. 1 Pcs",6.98,,1,1
112,Quantity and Size:1,"4"" x 11 yd. 1 Pcs",11.98,,,1
113,Quantity and Size:1,"1"" x 10 yd.  12 Pcs",9.98,,,1
113,Quantity and Size:1,"1"" x 10 yd.  each",0.99,,1,1
113,Quantity and Size:1,"2"" x 10 yd.  6 Pcs",9.98,,,1
113,Quantity and Size:1,"2"" x 10 yd.  each",1.98, ,,1
113,Quantity and Size:1,"3"" x 10 yd.  4 Pcs Micropore",6.98,,,1
113,Quantity and Size:1,"3"" x 10 yd.  each",2.09,,,1
115,Quantity and Size:1,"50 Rolls 2""x 1.5 yd.",137.98,,,1
116,Quantity and Size:1,"1"" x 10 yd. 12 Pcs",19.98,,,1
116,Quantity and Size:1,"1"" x 10 yd.  each",1.99,,1,1
116,Quantity and Size:1,"2"" x 10 yd.  6 Pcs",19.98,,,1
116,Quantity and Size:1,"2"" x 10 yd.  each",3.99,,,1
116,Quantity and Size:1,"3"" x 10 yd.  4 Pcs",19.98,,,1
116,Quantity and Size:1,"3"" x 10 yd.  each",5.99,,,1
117,Quantity and Size:1,"2"" x 10 yd.  6 Pcs",16.98,,,1
117,Quantity and Size:1,"2"" x 10 yd.  each",3.40,,1,1
118,Quantity and Size:1,"1"" x 5 yd. 1 Pcs    Hytape",6.98,,1,1
118,Quantity and Size:1,"4"" x 5 yd. 1 Pcs",23.98,,,1
119,Quantity and Size:1,"2"" x 5 yd. Qty: 10",24.66,,1,1
119,Quantity and Size:1,"2"" x 5 yd. 36 Pcs",73.98,,,1
119,Quantity and Size:1,"4"" x 5 yd. Qty: 10",38.65,,,1
119,Quantity and Size:1,"4"" x 5 yd. 18 Pcs",57.98,,,1
120,Quantity and Size:1,L 100 Pcs,81.98,,,1
120,Quantity and Size:1,XL 100 Pcs,85.98,,,1
120,Quantity and Size:1,2X 100 Pcs,95.98,,,1
120,Quantity and Size:1,3X 100 Pcs,105.98,,,1
120,Quantity and Size:1,4X 100 Pcs,120.98,,,1
121,Quantity and Size:1,Head and Shoulder and Thigh  Small,55.98,,1,1
121,Quantity and Size:1,Head and Shoulder and Thigh  Med,55.98,,,1
121,Quantity and Size:1,Head and Shoulder and Thigh  Large,55.98,,,1
121,Quantity and Size:1,Back Perineum and Axilla   Small,55.98,,,1
121,Quantity and Size:1,Back Perineum and Axilla  Med,55.98,,,1
121,Quantity and Size:1,Back Perineum and Axilla Large,55.98,,,1
121,Quantity and Size:1,Back Perineum and Axilla  XL,55.98,,,1
122,Quantity and Size:1,"4"" x 4.5 yd. 18 Pcs",30.98,,,1
122,Quantity and Size:1,"6"" x 4.5 yd. 10 Pcs",23.98,,1,1
123,Quantity and Size:1,"2"" x 5 yd.  36 Pcs",70.98,,,1
123,Quantity and Size:1,"2"" x 5 yd.  each",2.37,,1,1
123,Quantity and Size:1,"4"" X 5 yd.  18 Pcs",59.98,,,1
123,Quantity and Size:1,"4"" X 5 yd.  each",3.99,,,1
124,Quantity and Size:1,sm finger and toe  25 yd. stretched Pcs,6.06,,1,1
124,Quantity and Size:1,adult finger and toe  25 yd. stretched Pcs,7.98,,,1
124,Quantity and Size:1,fingers and toes and wrist  50 yd. stretched,19.68,,,1
124,Quantity and Size:1,fingers and toes and wrists   25 yd. stretched Pcs,9.00,,,1
124,Quantity and Size:1,sm hand and arm and leg  25 yd. stretched Pcs,9.72,,,1
124,Quantity and Size:1,med hand and arm and leg  25 yd. stretched Pcs,11.94,,,1
124,Quantity and Size:1,lg hand and arm and leg  25 yd. stretched Pcs,14.46,,,1
124,Quantity and Size:1,sm head and shoulder and thigh  25 yd. stretched,16.98,,,1
124,Quantity and Size:1,lg lhead and shoulder and thigh  sm chest and back and perineum and axilla  25 yd. stretched Pcs,19.98,,,1
124,Quantity and Size:1,sm chest and back and perineum and axilla  25 yd. stretched,21.98,,,1
124,Quantity and Size:1,med chest and back and perineum and axilla  25 yd. stretched Pcs,32.98,,,1
124,Quantity and Size:1,MT09  lg chest and back and perineum and axilla   25 yd. stretched Pcs,42.98,,,1
124,Quantity and Size:1,MT10 XL chest and back and perineum and axilla   25 yd. stretched Pcs,60.98,,,1
124,Quantity and Size:1,MT11  XXL chest and back and perineum and axilla  25 yd. stretched Pcs,75.98,,,1
124,Quantity and Size:1,MT12  3X chest and back and perineum and axilla  25 yd. stretched Pcs,82.98,,,1
124,Quantity and Size:1,"MT22  circumference stretch to 80""   25 yd. stretched Pcs",117.98,,,1
125,Quantity and Size:1,"KE1238  3""x4""  50 Pcs tray",10.98,, ,1
125,Quantity and Size:1,"KE1238  3""x8""  25 pieces",6.59,,1,1
127,Quantity and Size:1,"ZDTF238234  2 3/8"" x 2 3/4"" 100 Pcs",44.98,,,1
127,Quantity and Size:1,"ZDTF238234  2 3/8"" x 2 3/4""  20 pieces",10.80,,,1
127,Quantity and Size:1,"ZDTF4434  4"" x 4 3/4"" 50 Pcs",78.98,,,1
127,Quantity and Size:1,"ZDTF4434  4"" x 4 3/4""  20 pieces",38.39,,,1
127,Quantity and Size:1,"ZDTF68  6"" x 8""  100 Pcs",38.50,,,1
127,Quantity and Size:1,"ZDTF68  6"" x 8""  each",0.46,,1,1
128,Quantity and Size:1,"1634  2 3/8"" x 2 3/4"" 100 Pcs",56.98,,,1
128,Quantity and Size:1,"1634  2 3/8"" x 2 3/4""  20 pieces",13.68,,,1
128,Quantity and Size:1,"1626W  4"" x 4 3/4"" 50 Pcs",93.98,,,1
128,Quantity and Size:1,"1626W  4"" x 4 3/4""  20 pieces",45.11,,,1
128,Quantity and Size:1,"1628  6"" x 8"" 10 Pcs",43.98,,,1
128,Quantity and Size:1,"1628  6"" x 8"" each piece",5.28,,1,1
129,Quantity and Size:1,"46302  2.5"" x 2.75""  100 Pcs",65.98,,,1
129,Quantity and Size:1,"46302  2.5"" x 2.75""  20 pcs.",15.84,,1,1
129,Quantity and Size:1,"46303  4"" x 4.75""  50 Pcs",88.98,,,1
129,Quantity and Size:1,"46303  4"" x 4.75""  25 pieces",53.39,, ,1
130,Quantity and Size:1,57516  16 oz. bottle,12.98,,1,1
130,Quantity and Size:1,57516  12 Pcs   case,140.00,,,1
131,Quantity and Size:1,ZRWC8  8 oz. bottle constant care cleanser,5.98,,1,1
132,Quantity and Size:1,45P10  10 cc.,15.99,,1,1
133,Quantity and Size:1,DR467701  45 gram tube,12.98,,1,1
